id,affiliation_name
10.66786662/t5p1a62,"School of Agriculture, Food and Wine, Waite Research Institute, The University of Adelaide, Waite Campus"
10.12311510/a1o6p36,"Department of Chemistry and Physics, La Trobe Institute for Molecular Science, La Trobe University"
10.86049434/t2v3q36,"Australian Research Council Industrial Transformation Research Hub for Medicinal Agriculture, AgriBio, La Trobe University"
10.99704230/s0x8u45,"Department of Animal, Plant and Soil Sciences, La Trobe University"
10.45966630/q6d5s41,"Department of Biology, Washington University"
10.60999216/g0j9p75,"Department of Developmental Biology and Stem Cells, Institut de Génétique et de Biologie Moléculaire et Cellulaire"
10.3236901/g3o9n20,Institut National de la Santé et de la Recherche Médicale
10.49899205/o2p3l72,"School of Biological Sciences, Nanyang Technological University"
10.57125414/o9a2f30,"A*STAR Skin Research Labs (A*SRL), Agency for Science, Technology and Research"
10.55576774/i6z3z39,"Department of Cardiovascular Aerospace Medicine, Institute of Aerospace Medicine, German Aerospace Center"
10.48188290/b6g6p07,"Department of Cardiology, University Hospital Cologne"
10.60126483/f0z5z17,"Department of Human Physiology and Physical Sports Education, Faculty of Medicine, University of Málaga"
10.75963845/o5z7h66,"Department of Muscle and Bone Metabolism, Institute of Aerospace Medicine, German Aerospace Center"
10.23944892/j0b9n30,"Institute of Aerospace Medicine, German Aerospace Center"
10.88827160/o5x2n99,"Chair of Aerospace Medicine, University of Cologne"
10.79976625/m8o4v74,Ulsan National Institute of Science and Technology
10.67632546/g9y3n43,"Department of Oncology, UNIL CHUV and Ludwig Institute for Cancer Research Lausanne, University of Lausanne"
10.58716449/y9m7e42,Swiss Institute of Bioinformatics
10.18252557/s1o7t37,"David H. Smith Center for Vaccine Biology and Immunology, Department of Microbiology and Immunology, University of Rochester"
10.29967893/e1y1d78,"Single Cell Analysis Facility, Frederick National Laboratory for Cancer Research, Leidos Biomedical Research Inc"
10.71664866/z0r5w49,"Laboratory of Immune Cell Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health"
10.82769616/e0k7d16,Norwegian Institute of Public Health
10.53500645/l3h1q33,"Department of Epidemiology and Biostatistics, Peking University"
10.64481667/w9k4m88,Peking University Center for Public Health and Epidemic Preparedness & Response
10.17295205/s3c6n46,"Key Laboratory of Molecular Cardiovascular Sciences (Peking University), Ministry of Education"
10.31946842/n2k7r54,"Fuwai Hospital Chinese Academy of Medical Sciences, National Center for Cardiovascular Diseases"
10.33556340/t5e1z15,Chinese Academy of Medical Sciences
10.47592337/o1z4y21,Medical Research Council Population Health Research Unit at the University of Oxford
10.29266763/b7h5z74,"Clinical Trial Service Unit & Epidemiological Studies Unit (CTSU), Nuffield Department of Population Health, University of Oxford"
10.71317017/q6l7o72,"NCDs Prevention and Control Department, Zhejiang CDC"
10.34087566/a9n7h66,China National Center for Food Safety Risk Assessment
10.25741886/a1r6r42,"Department of Cell and Developmental Biology, University of Colorado Anschutz Medical Campus"
10.28844484/q2j5p90,"Department of Pediatrics, University of Colorado Anschutz Medical Campus"
10.55200146/y2p8i61,"Department of Biochemistry & Biophysics, University of California, San Francisco"
10.83348348/j4c0k67,"Department of Mechanical Engineering, Stanford University"
10.83188370/l9k8z64,"Department of Physiology, University of California, San Francisco"
10.97414996/k4z7d55,"Kavli Institute for Fundamental Neuroscience, University of California, San Francisco"
10.53987132/e9c7t00,"Neuroscience Graduate Program, University of California, San Francisco"
10.84788343/y5d9y13,Institut de Biología Molecular de Barcelona (IBMB)
10.49469159/q4a0x81,"Université Paris Cité, CNRS, Institut Jacques Monod"
10.45412992/w3v0z24,"MRC Human Genetics Unit, Institute of Genetics and Cancer, University of Edinburgh"
10.14255903/x2y7e35,"Ben May Department for Cancer Research, University of Chicago"
10.38493649/i7p9m89,"Institute for Research in Immunology and Cancer, Université de Montréal"
10.37252730/v6i6c86,"Department of Cancer Biology, Loyola University Chicago"
10.71901155/g9h2i17,"Department of Life Sciences, Graduate School of Arts and Sciences, The University of Tokyo"
10.85750892/t8v9o68,"Department of Biological Sciences, Graduate School of Science, The University of Tokyo"
10.65429995/k1z5o13,"Institute of Medical Sciences, The University of Aberdeen"
10.69357634/d5b5i78,"Department of Neuroscience,University of Pittsburgh"
10.17325369/b7k4m86,Center for the Neural Basis of Cognition
10.92914925/b6n6g05,"Department of Mathematics, University of Pittsburgh"
10.87217078/o1v8i84,Netherlands Institute for Neuroscience
10.12138961/e3o7v28,"Department of Plant and Environmental Sciences, Weizmann Institute of Science"
10.47658867/u6m8c49,"Department of Mathematical Sciences, University of Copenhagen"
10.47441105/d6t9f75,"Department of Neuroscience, University of Copenhagen"
10.96597127/h8m9d33,"Molecular and Theoretical Neuroscience, Leibniz-Institut für Molekulare Pharmakologie, FMP im CharitéCrossOver"
10.39121741/n3e4p69,"Department of Psychology, School of Public Health, Southern Medical University"
10.57281209/u6n5u10,"Biological and Experimental Psychology, School of Biological and Behavioural Sciences, Queen Mary University of London"
10.99717145/l4a3l05,"Department of Biological Sciences, Macquarie University"
10.31574318/w1n9t22,"Department of Psychiatry, Zhujiang Hospital, Southern Medical University"
10.99335623/p0l3g41,"Guangdong-Hong Kong-Macao Greater Bay Area Center for Brain Science and Brain-Inspired Intelligence, Southern Medical University"
10.4465694/r0o1f53,The University of Melbourne
10.38784744/c8s8r82,"Department of Neurosciences, University of California, San Diego"
10.59145788/g7m5q37,Max Delbrueck Center for Molecular Medicine (MDC) in the Helmholtz Society
10.65929975/w2k0u44,"University at Albany, SUNY"
10.23327628/q2w2r98,MRC Laboratory of Molecular Biology
10.80405192/b7w1s99,Institute of Microbiology ASCR
10.81838079/n3t8y26,"Neurophysiology of Brain Circuits Team, Institut de biologie de l'Ecole normale supérieure (IBENS), Ecole normale supérieure, CNRS, INSERM, PSL Research University"
10.35921935/d1l9b01,Inserm UMR-S 1270
10.83383828/c7x8x29,"Sorbonne Université, Sciences and Technology Faculty"
10.23506676/f6a4d78,Institut du Fer à Moulin
10.31387906/o0k6e99,"Institute of Integrative Biology, ETH Zürich"
10.15938844/q0u1e66,"Climate Impacts Research Centre, Department of Ecology and Environmental Sciences, Umeå Universitet"
10.1878802/t9q7w01,"Swiss Federal Institute for Forest, Snow and Landscape Research (WSL)"
10.85139295/i6l7m78,"École Polytechnique Fédérale de Lausanne EPFL, School of Architecture, Civil and Environmental Engineering ENAC, Laboratory of Ecological Systems ECOS and Plant Ecology Research Laboratory PERL"
10.40100225/b6s0p68,"Faculty of Geosciences & the Environment, Université de Lausanne"
10.20015564/q3v5x72,"Department of Ecology & Evolutionary Biology, Princeton University"
10.3756949/p7a9n25,"Uni. Grenoble Alpes, CNRS, Uni. Savoie Mont Blanc, LECA, Laboratoire d’Ecologie Alpine"
10.10466010/t2i5u89,"Centre of Microbiology & Environmental Systems, Division of Terrestrial Ecosystem Research, University of Vienna"
10.15565061/y4j6l94,"International Institute for Applied Systems Analysis, Ecosystem Services and Management Program"
10.61103746/n5m3x46,"Emotion and Development Branch, National Institute of Mental Health, National Institutes of Health"
10.17190084/s3t0f20,"Laboratory of Neuropsychology, National Institute of Mental Health, National Institutes of Health"
10.4771104/w2k2f30,"Department of Psychiatry and Human Behavior, Brown University Warren Alpert Medical School"
10.2406037/d0u6e03,"Department of Psychology, University of Miami"
10.82066622/o6u8t79,"Department of Psychology, University of California, Riverside"
10.223286/c0c5e23,"Psychology Department, University of Haifa"
10.36710704/d3d6l42,"Department of Biochemistry, University of Wisconsin–Madison"
10.84068559/x6u6f79,"Integrated Program in Biochemistry, University of Wisconsin–Madison"
10.4863321/q7z7n18,"Department of Chemistry, University of Wisconsin–Madison"
10.98387444/r0m7t45,New England Biolabs
10.97865361/y4c5f42,"Computation and Neural Systems, California Institute of Technology"
10.96434336/g7t2c80,Bernstein Center for Computational Neuroscience
10.53032167/i6k5c64,"Institute for Theoretical Biology, Department of Biology, Humboldt-Universität zu Berlin"
10.60623117/r7d8e24,"Institute of Neurophysiology, Charité – Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, and Berlin Institute of Health"
10.6657578/r1o3p61,"NeuroCure, Charité - Universitätsmedizin Berlin"
10.38901286/k6a4i85,Einstein Center for Neurosciences
10.85607642/r8d1l34,"Department of Biological Sciences, Columbia University"
10.44005379/q1t2o51,Yale School of Engineering & Applied Sciences
10.6501985/d5j8t74,"Aix-Marseille University, INSERM, INMED"
10.48858478/u3q6g60,"Strategic area: Protecting Crops and the Environment, Rothamsted Research"
10.30304410/w7d7b66,"Department of Biochemistry, University of Cambridge"
10.34498592/h7x6j13,"Department of Internal Medicine, Medical University of Graz"
10.67779218/m8n7a22,"Department of Physiology and Pharmacology, Karolinska Institute"
10.54827223/q4c0z41,"Centre for Bone and Arthritis Research, Department of Internal Medicine and Clinical Nutrition, Sahlgrenska Academy, University of Gothenburg"
10.38668198/g5q8f13,"Department of Drug Treatment, Sahlgrenska University Hospital, Region Västra Götaland"
10.22842112/a9t9q92,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institute"
10.21164571/o5c6x39,"The Rowland Institute at Harvard, Harvard University"
10.35051366/z9q9l75,"Tübingen AI Center, Eberhard Karls Universität Tübingen & Institute for Theoretical Physics"
10.41947996/g3v2p74,"Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale de Lausanne"
10.23762220/z8k3a70,University of Michigan-Ann Arbor
10.76701104/v6s1o41,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School"
10.58799418/j1f7j81,"Proteomics Platform, Broad Institute of MIT and Harvard"
10.53479984/u2t0h38,"Department of Pharmacology and Molecular Sciences, Johns Hopkins University School of Medicine"
10.10156354/p3t1h17,"Department of Biology, Concordia University of Edmonton"
10.13505782/u0o6v88,"Faculty of Health and Medical Sciences, Centre of Medical Research, Harry Perkins Institute of Medical Research, University of Western Australia"
10.23306198/r3i8y46,"Division of Genetics, Boston Children’s Hospital, Harvard Medical School"
10.26571995/r5k6g20,"Department of Anesthesiology, Brigham and Women’s Hospital, Harvard Medical School"
10.58622376/n5k9u51,"Department of Anatomy and Cell Biology, McGill University"
10.84996502/j6m5u97,"Chair for Molecular Physical Chemistry, Heinrich Heine University Düsseldorf"
10.47119770/r3k5c87,"Physical Chemistry I, Ruhr University Bochum"
10.61495378/f1j0t64,"Jülich Centre for Neutron Science (JCNS-1) and Institute of Biological Information Processing (IBI-8), Forschungszentrum Jülich GmbH"
10.32723981/p2b3z99,"Institut für Pharmazeutische und Medizinische Chemie, Heinrich Heine University Düsseldorf"
10.78303500/y1w7t71,"Institute of Physical Chemistry, RWTH Aachen University"
10.33938943/g3l9j83,Institut Laue-Langevin
10.30470497/p4u9r77,"Institute of Bio-Geosciences (IBG-4: Bioinformatics), Forschungszentrum Jülich"
10.12815380/y2n4e77,"Macromolecular Structure Group, Department of Physics, University of Osnabrück"
10.34666488/j2g5j26,"Department of Glyco-Oncology and Medical Biochemistry, Research Institute, Osaka International Cancer Institute"
10.60211490/h6o9n16,"Department of Cancer Drug Discovery and Development, Research Institute, Osaka International Cancer Institute"
10.9401427/v9k5o24,"Biomolecular Characterization Unit, RIKEN Center for Sustainable Resource Science"
10.45856884/u7k9n22,"Systems Biology Program, Graduate School of Media and Governance, Keio University"
10.75914429/w8j3x56,"Department of Immunology, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences"
10.36940026/g7y8e33,"Department of Oncogenesis and Growth Regulation, Research Institute, Osaka International Cancer Institute"
10.22901507/s9d8c47,"Department of Molecular Biochemistry and Clinical Investigation, Graduate School of Medicine, Osaka University"
10.1386036/q0a4b75,"Division of Cell Growth and Tumor Regulation, Proteo-Science Center, Ehime University"
10.58687155/f6n9r90,"Department of Biochemistry and Molecular Genetics, Graduate School of Medicine, Ehime University"
10.77016027/e6z0n43,"Human Genetics Program, Sanford Burnham Prebys Medical Discovery Institute"
10.7838452/e8j7w97,"Project Division of Cancer Biomolecular Therapy, Institute of Medical Science, The University of Tokyo"
10.92981477/h5h0h77,"Groningen Institute for Evolutionary Life Sciences, University of Groningen"
10.33636464/m8k6r06,"Department of Animal and Plant Sciences, University of Sheffield"
10.54354939/z9k3n51,"Department of Biological Sciences, University of Bergen"
10.49448738/d5x4r59,"Department of Human Behavior, Ecology and Culture, Max Planck Institute for Evolutionary Anthropology"
10.76980142/e7u8c02,Rudjer Boskovic Institute
10.83912644/r3x1y37,"Netherlands Institute of Ecology, NIOO-KNAW"
10.16525964/i6x2w72,KAIST
10.48200854/j7q0i14,"CABIMER, Universidad de Sevilla"
10.39100521/z2r5v14,National Scientific and Technical Research Council
10.78273318/t7r4v82,"Laboratoire de Neurosciences Cognitives et Computationnelles, Institut National de la Santé et Recherche Médicale"
10.31425556/l4p6s05,"Département d’Etudes Cognitives, Ecole Normale Supérieure, PSL University"
10.3068699/h1t9t80,"Department of Psychology, University of Hamburg"
10.96926051/k9e7n02,"Department of Physiology, Department of Biochemistry and Biophysics, University of California, San Francisco"
10.82436276/w7b2a31,"Department of Developmental Biology, Washington University Medical School"
10.83087155/j7m6n56,Brandeis University
10.19047263/p0s6m74,HHMI/University of Texas Southwestern Medical Center
10.80744468/u9m3d13,"Institut Curie, CNRS UMR168"
10.94920104/p7v4s61,"Department of Pediatric Cardiology, University Hospital Heidelberg"
10.59920878/l3z6l55,DZHK (German Centre for Cardiovascular Research)
10.56201182/s4y9s64,"Deparment of Computer Science, University of Oviedo"
10.43089883/u9f4b00,"Institute of Virology, Ulm University Medical Center"
10.74520123/o8k0t54,"Central Facility for Electron Microscopy, Ulm University"
10.53921193/z0v0e87,"Institute of Analytical and Bioanalytical Chemistry, Ulm University"
10.72593335/m9v5v91,"Institute of Clinical and Molecular Virology, Friedrich Alexander Universität Erlangen-Nürnberg"
10.6567707/o1x3e18,CVPath Institute Inc.
10.55810584/m6y0f39,"Zoologie/Evolutionsbiologie, Universität Regensburg"
10.85970433/v6w8o15,Ecole Polytechnique Fédérale de Lausanne
10.73452038/r5b6l87,"Africa Health Research Institute, University of KwaZulu-Natal"
10.35812665/q2p2j35,Buck Institute for Research on Aging
10.26979648/a1z9a39,"Department of Sport and Health Sciences, Technical University of Munich"
10.14371089/j0t5f61,"Translational Sensory & Circadian Neuroscience, Max Planck Institute for Biological Cybernetics"
10.47306967/x6c0u02,"Department of Psychology, Northumbria University"
10.37392963/q3k2h52,"William Harvey Research Institute, Barts and The London School of Medicine and Dentistry, Queen Mary University of London"
10.57565786/i6m4n62,"German Aerospace Center, Institute of Aerospace Medicine, Sleep and Human Factors Research"
10.28350224/p0s6f37,Wellcome Trust
10.54115824/a8i8u60,"Warwick Medical School, University of Warwick"
10.50327683/r4q4x37,"Hepatobiliary Center, Hospital Paul Brousse (AP-HP)"
10.73183237/s0l0r92,"UPR Chronotherapy, Cancer and Transplantation, Medical School, Paris-Saclay University"
10.59280361/p1o0g14,"Centre for Cardiometabolic and Vascular Science, Division of Medicine, University College London"
10.78947774/h9g6b17,"Sleep and Circadian Research Laboratory, Department of Psychiatry, University of Michigan"
10.15308434/p8g1o29,"School of Psychological Sciences and Turner Institute for Brain and Mental Health, Monash University"
10.34424356/h1j3k55,"Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen"
10.75422102/h4q0f84,"Molecular Epidemiology, Department of Medical Sciences, and Science for Life Laboratory, Uppsala University"
10.25220916/e1z0n57,"Department of Public Health, Section of Epidemiology, Faculty of Health and Medical Sciences, University of Copenhagen"
10.45700811/g1c8w39,University of Colorado Anschutz School of Medicine
10.69309818/p6k0y54,"Department of Neuroscience, Washington University in St. Louis"
10.62240928/u8n9l18,"Department of Economics, Washington University in St. Louis"
10.4422512/b2h4e62,"Department of Biomedical Engineering, Washington University in St. Louis"
10.93505959/f9b3c08,"Laboratoire Physico Chimie Curie, Institut Curie, PSL Research University, Sorbonne Université"
10.6750542/y7n1s84,"Cell Biology and Cancer Unit, Institut Curie, PSL Research University, Sorbonne University"
10.47604662/p0q9s72,"Faculty of Science and Engineering, Sorbonne Université"
10.82744955/q2u8z97,"Institut Curie, PSL Research University"
10.36757579/e6c4v63,"Tumor Cell Dynamics Unit, Gustave Roussy Institute, Université Paris-Saclay"
10.40185854/k3a2o44,"Wellcome Centre for Integrative Neuroimaging, FMRIB, Nuffield Department of Clinical Neurosciences, University of Oxford"
10.78508508/x9e1z79,"Division of Clinical Neurology, Nuffield Department of Clinical Neurosciences, University of Oxford"
10.49786665/a8h2h65,"Psychology Department, Emory University"
10.90856544/m2q1k80,"Centre for Zoo and Wild Animal Health, Copenhagen Zoo"
10.96569697/s7z0x96,"Department of Radiology, University of Chicago"
10.56681907/r6q2e50,"Department of Complex Trait Genetics, Centre for Neurogenomics and Cognitive Research, Amsterdam Neuroscience, Vrije Universiteit Amsterdam"
10.34854593/v0x5k39,"Department of Child Psychiatry, Amsterdam Neuroscience, Amsterdam UMC, Vrije Universiteit Amsterdam"
10.34905333/g6d2k24,"Medical Research Council Oxford Institute for Radiation Oncology, University of Oxford"
10.12222043/z5z4l90,"School of Anatomical Sciences, Faculty of Health Sciences, University of the Witwatersrand"
10.60677772/y1f1z80,"Stem Cell and Brain Research Institute, Université Lyon 1, INSERM"
10.73084053/j8m9m95,"Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen"
10.63488468/t7u4w42,Leibniz Institute on Aging
10.83087809/j6g3x31,University of Innsbruck
10.3397591/g3u2j12,Institute Curie
10.34646888/d0l7b85,Instituto de Biomedicina y Biotecnologia de Cantabria
10.33961803/c5e9z56,"Queen Mary, University of London"
10.11435657/s2h9e99,"Cell and Systems Biology, University of Toronto"
10.99962412/x0k6e45,"Robarts Research Institute, Western University"
10.23738605/l4x0o80,"Nash Family Department of Neuroscience, Icahn School of Medicine at Mount Sinai"
10.10730332/r9p4y00,"Psychology, University of Toronto"
10.57721540/p4q0z93,University of Cincinnati
10.35814415/r0b8g27,"Movement Disorder and Neuromodulation Unit, Department of Neurology, Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt Universität zu Berlin"
10.20707543/x3v8d60,"Brain Modulation Lab, Department of Neurosurgery, Massachusetts General Hospital"
10.75445250/r9n2i64,"Department of Neurobiology, University of Pittsburgh"
10.24663955/a9p9n81,"Department of Computer Science, Technische Universität Berln"
10.91800306/m5q9m54,Oregon Health and Science University
10.7293207/s7f5z88,"Auditory Neurophysiology Laboratory, Department of Neuroscience, Psychology and Behaviour, College of Life Sciences, University of Leicester"
10.84938759/x7y1m76,"Division of Neurobiology, Faculty of Biology, Ludwig-Maximilians-University"
10.51948768/g4l5u19,"Computing Science and Mathematics, Faculty of Natural Sciences, University of Stirling"
10.6407894/d9z5t77,"Infectious Disease Department, Hospital Universitari Vall d'Hebron, Institut de Recerca (VHIR), Universitat Autònoma de Barcelona"
10.70841341/e0c7x20,"The Sainsbury Laboratory, University of East Anglia"
10.14532049/q5u6o21,"The Plant Signaling Mechanisms Laboratory, Department of Plant Molecular Biology, University of Lausanne"
10.36587253/t0y0e00,"Institute of Plant Molecular Biology, Zurich‐Basel Plant Science Center, University of Zurich"
10.8902951/t4o8o88,"Laboratory of Malaria Immunology and Vaccinology, National Institute of Allergy and Infectious Diseases, National Institutes of Health"
10.24857191/x5m9n72,Chinese University of Hong Kong
10.98920345/u7w6h55,"CEA, Neurospin"
10.77148191/y6l4n14,"Departamento de Antropología, Universidad Nacional de Trujillo, Perú"
10.45828076/l7h9t83,Max Planck Institute for Developmental Biology
10.70141472/a7n0e66,"Department of Anthropology, Vanderbilt University"
10.69875333/w5k4g09,"Escuela de Arqueología, Universidad Austral de Chile"
10.74765272/x1k7x02,Haskins Laboratories
10.62013628/p0z6s71,"Center for Quantitative Cell Imaging, University of Wisconsin-Madison"
10.49819059/e9w5k77,"Department of Botany, University of Wisconsin-Madison"
10.99146709/a7h6j51,"Department of Biology, Washington University in St. Louis"
10.74951206/i1p1l51,"ARC Centre of Excellence in Plant Energy Biology, School of Molecular Sciences, The University of Western Australia"
10.37772969/o1f2h25,"Department of Plant Biology,School of Agronomy, Universidad de la República"
10.32043076/z5d8k97,"Department of Medical Physics, University of Wisconsin-Madison"
10.22219793/v4m1c50,"Department of Biomedical Engineering, University of Wisconsin-Madison"
10.84595110/k5v8b44,Morgridge Institute for Research
10.78966789/q0m3d59,"Department of Psychology, Stockholm University"
10.96523537/r4f4z11,"Department of Developmental Psychology, University of Amsterdam"
10.28507521/c6a5u68,"Department of Psychiatry, Radboud University Nijmegen Medical Centre"
10.24355527/s9j1c41,"Department of Radiology and Nuclear Medicine, Amsterdam University Medical Centers"
10.17304338/v1l6o97,"Department of Medical Imaging, Radboud University Medical Center"
10.38102761/r1w8f34,Massachusetts General Hospital
10.78237345/x7h0b39,New York State Department of Health
10.15299304/h2a5n97,"Bristol Veterinary School, University of Bristol"
10.36996108/x5y2l11,"Milner Centre for Evolution, Life Sciences Department, University of Bath"
10.10727511/t2o4p54,"Genomic Laboratory Hub (GLH), Addenbrooke’s Hospital, Cambridge University Hospitals NHS Foundation Trust"
10.62059541/q1m5i50,"Gastrointestinal Reference Services, UK Health Security Agency"
10.40633453/w7o0p01,"Institute for Risk Assessment Sciences, Utrecht University"
10.83252278/o1z8i36,Wake Forest School of Medicine
10.44208103/v1t1h73,"Laboratory for Comparative Connectomics, RIKEN Center for Biosystems Dynamics Research"
10.7306680/o3z4k69,The Rockefeller University
10.77134667/k9h4d78,"Comprehensive Center for Clinical Neurosciences and Mental Health (C3NMH), Medical University of Vienna"
10.40592197/w1t6h67,"Department of Biomedical Imaging and Image-guided Therapy, Division of Nuclear Medicine, Medical University of Vienna"
10.65787629/s8i9s47,Center for Biomarker Research in Medicine (CBmed)
10.46963898/r9m9v25,"Department of Pharmaceutical Sciences, Division of Pharmaceutical Chemistry, University of Vienna"
10.41543508/g3x9h22,Ludwig Boltzmann Institute Applied Diagnostics
10.80408570/w5o2s72,"Department of Inorganic Chemistry, Faculty of Chemistry, University of Vienna"
10.15548886/e1j7z06,"Department of Radiation Sciences, Umeå University"
10.72530643/t9e5m01,"Umeå Center for Functional Brain Imaging, Umeå University"
10.895638/n3c0r51,"The Munich Center for the Economics of Aging, Max Planck Institute for Social Law and Social Policy"
10.3541496/t6z6g91,"Clinical Brain Networks Group, QIMR Berghofer Medical Research Institute"
10.82158731/d2h0b61,"School of Biomedical Sciences, Faculty of Medicine, University of Queensland"
10.93839737/p9d5e77,"School of Medicine and Public Health, College of Health, Medicine and Wellbeing, The University of Newcastle"
10.59799172/l4t8e60,"School of Psychological Sciences, College of Engineering, Science and Environment, The University of Newcastle"
10.1004282/z0j8c07,"Research Center for Genome & Medical Sciences, Tokyo Metropolitan Institute of Medical Science"
10.64913326/j9z7x61,"Molecular Life History Laboratory, Department of Genomics and Evolutionary Biology, National Institute of Genetics"
10.66928215/w7i0y63,"Department of Genetics, Sokendai (Graduate University for Advanced Studies)"
10.84606033/d4r5j03,"Section of Adult and Pediatric Endocrinology and Metabolism, University of Chicago"
10.35764964/s3l4h99,"Laboratory of Integrative Neuroendocrinology, Institute of Experimental Medicine"
10.57681149/e7k1c37,"Laboratory of Molecular Cell Metabolism, Institute of Experimental Medicine"
10.61306399/n2w8x21,"János Szentágothai PhD School of Neurosciences, Semmelweis University"
10.31486605/l1s0q77,"Champalimaud Research, Champalimaud Foundation"
10.79061196/e7j0p18,"Department of Psychology, Stanford University"
10.84784144/a6p2a55,University of Leicester
10.14810355/h4v4x36,"Computational Biology Program, Fred Hutchinson Cancer Center"
10.84555198/h7s0s40,"Molecular and Cellular Biology Program, University of Washington"
10.40832324/z7e7w46,"Department of Biostatistics, University of Washington"
10.69812345/n5z8b90,"Institute for Protein Design, Department of Biochemistry, University of Washington"
10.16148076/o0z7q60,"Department of Statistics, University of Washington"
10.67673561/y7b2v62,"Molecular Cell Biology of Autophagy Laboratory, The Francis Crick Institute"
10.19303218/x8t0t21,"Department of Biochemistry and Molecular Biology, Graduate School and Faculty of Medicine, The University of Tokyo"
10.35696364/m1m2c24,"PRESTO, Japan Science and Technology Agency"
10.38194927/q2k3e30,CSIR-Institute of Genomics and Integrative Biology
10.80659441/d8x8n90,Academy of Scientific and Innovative Research
10.84286989/k8c2k13,"Cellular Degradation Systems Laboratory, The Francis Crick Institute"
10.91001495/y6q0o60,"Department of Molecular Pathobiology, New York University, College of Dentistry"
10.21511217/u9h7p75,"Developmental Biology Program, Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center"
10.72512022/z6c4o59,"Department of Microbiology and Immunology, Doherty Institute, University of Melbourne"
10.70261888/b9m9o49,"Infection and Immunity Program, Department of Microbiology and Biomedicine Discovery Institute, Monash University"
10.46746509/p4g5u83,"Biological Optical Microscopy Platform, University of Melbourne"
10.19682601/z5s5b98,"School of Microbiology, University College Cork"
10.28500251/v7k0p98,"School of Medicine, University College Cork"
10.16709534/c0p1m41,"APC Microbiome Ireland, University College Cork"
10.85510423/i5w6q86,"Microbiological Diagnostic Unit Public Health Laboratory, Department of Microbiology and Immunology, Doherty Institute, University of Melbourne"
10.78521885/r3g3e05,"Inserm Unité NeuroDiderot, Université Paris Cité"
10.41047758/q5m4z08,"Center for Research in Inflammatory Diseases (CRID), Department of Pharmacology, Ribeirão Preto Medical School, University of São Paulo"
10.81780358/p4p9z48,"Graduate Program in Basic and Applied Immunology, Ribeirão Preto Medical School, University of São Paulo"
10.28999728/w6x3d52,"Department of Physiology and Pharmacology, Snyder Institute for Chronic Diseases, Cumming School of Medicine, University of Calgary"
10.84407938/t1l2i77,"Department of Anesthesiology, Pain Mechanisms Laboratory, Wake Forest University School of Medicine"
10.31146914/e7f9x19,"Department of Pathology and Immunology, Washington University School of Medicine in Saint Louis"
10.55364158/o0m6x09,"Univ Montpellier, Montpellier, France; Inserm U-1298, Institut des Neurosciences de Montpellier"
10.81567848/l8l7d76,"National Heart, Lung and Blood Institute"
10.24015134/l6l4n13,"Integrated Program in Neuroscience, McGill University"
10.25351890/h8w1q41,"Department of Psychology, Harvard University"
10.8773360/c0h7b31,"Berlin Institute of Medical Systems Biology and Systems Biology, Max Delbruck Center for Molecular Medicine"
10.25830687/e1r5g63,"Department of Anatomy & Structural Biology, Albert Einstein College of Medicine"
10.14670779/n8m5a38,"Faculty of Biology, Technion - Israel Institute of Technology"
10.36010765/n0g4c33,"Department of Biology, Unit of Cell and Developmental Biology, University of Pisa"
10.73799775/e1z3x87,Fondazione Pisana per la Scienza ONLUS
10.81959823/j4b9j36,"Dipartimento di Bioscienze, Università degli Studi di Milano"
10.28018115/g3c1s93,"INGM, Istituto Nazionale Genetica Molecolare"
10.99329565/b1w9j96,"Host-Pathogen Interactions in Tuberculosis Laboratory, The Francis Crick Institute"
10.1232689/f7e0o21,University of Warwick
10.83255163/x0z3t98,"Academic Respiratory Unit, North Bristol NHS Trust"
10.32421650/l2a1c44,"Diabetes and Metabolism, Bristol Medical School, University of Bristol"
10.82022671/c1f6w28,University Hospitals Bristol and Weston NHS Foundation Trust
10.1014427/e8t1x45,"Department of Paediatric Immunology and Infectious Diseases, Bristol Royal Hospital for Children"
10.47456029/z0h6k62,"School of Population Health Sciences, University of Bristol"
10.61987672/h4t3g86,Helmholtz Centre for Infection Research
10.39871157/n2s8k09,"Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf"
10.41922717/n9u6g46,"School of Psychological Science, University of Bristol"
10.90099329/a0g6c08,"California Institute for Quantitative Biosciences (QB3), University of California, Berkley"
10.46626517/t4z9g74,"Center for Computational Biology, University of California, Berkeley"
10.58345619/r7a8q37,"Computation in Neural Circuits Group, Max Planck Institute for Brain Research"
10.76672859/u8c0o67,"School of Life Sciences, Technical University of Munich"
10.59832731/a3t0l69,"Brighton and Sussex Medical School,, University of Sussex"
10.30455423/c3q8v11,Bangor University
