id,affiliation_name,affiliation_id
10.42840704/s8x6k12,"Department of Psychiatry, University of California, San Diego",https://ror.org/0168r3w48
10.30766764/z3h9v33,INRAE,https://ror.org/003vg9w96
10.60427958/m5f2d47,University of Bari,https://ror.org/027ynra39
10.7638692/m9k0i08,University of Newcastle,https://ror.org/01kj2bm70
10.24986622/f6r4v88,"Department of Psychology, New York University",https://ror.org/0190ak572
10.81973975/t7n7n07,"Department of Mechanical and Aerospace Engineering, New York University",https://ror.org/0190ak572
10.82494319/a7a9b04,Durham University,https://ror.org/01v29qb04
10.76781903/e0q6n60,Shengjing Hospital of China Medical University,https://ror.org/0202bj006
10.78764036/j3c7q57,"Staglin Center for Brain and Behavioral Health, Department of Psychology, Department of Psychiatry and Biobehavioral Sciences, University of California, Los Angeles",https://ror.org/046rm7j60
10.62356975/b5i4j91,"Cardiovascular Research Institute, University of California",https://ror.org/043mz5j54
10.45810854/i7n2e56,"Department of Pathology, University of California",https://ror.org/043mz5j54
10.72647145/y8p4a97,"Division of Pulmonary, Critical Care, Allergy and Sleep Medicine, Department of Medicine, University of California",https://ror.org/043mz5j54
10.73484584/t1u3h50,"University of Bordeaux, INRAE, BIOGECO",https://ror.org/033ebya06
10.55239204/b3k9w78,"Inria, INRAE",https://ror.org/003vg9w96
10.10819256/c4n9t72,"Memphis Team, INRIA",https://ror.org/02kvxyf05
10.33897721/k7s5p36,"University of Bordeaux, IMB, UMR 5251",https://ror.org/05m3r1b84
10.73066061/a1b8b36,"CNRS, IMB, UMR 5251",https://ror.org/02feahw73
10.87781581/p6n3r92,"Université Paris-Saclay, INRAE, MaIAGE",https://ror.org/03xjwb503
10.13322697/v6f5m67,"Université Paris-Saclay, INRAE, AgroParisTech, Micalis Institute",https://ror.org/00gtg0p11
10.10010155/m3x6i03,Institute for Research in Biomedicine,https://ror.org/01z1gye03
10.98129682/v0b6z96,"Department of Biochemistry and Genetics, La Trobe Institute for Molecular Science, La Trobe University",https://ror.org/01rxfrp27
10.66786662/t5p1a62,"School of Agriculture, Food and Wine, Waite Research Institute, The University of Adelaide, Waite Campus",https://ror.org/00892tw58
10.12311510/a1o6p36,"Department of Chemistry and Physics, La Trobe Institute for Molecular Science, La Trobe University",https://ror.org/01rxfrp27
10.86049434/t2v3q36,"Australian Research Council Industrial Transformation Research Hub for Medicinal Agriculture, AgriBio, La Trobe University",https://ror.org/01rxfrp27
10.99704230/s0x8u45,"Department of Animal, Plant and Soil Sciences, La Trobe University",https://ror.org/01rxfrp27
10.45966630/q6d5s41,"Department of Biology, Washington University",https://ror.org/01yc7t268
10.60999216/g0j9p75,"Department of Developmental Biology and Stem Cells, Institut de Génétique et de Biologie Moléculaire et Cellulaire",https://ror.org/0015ws592
10.3236901/g3o9n20,Institut National de la Santé et de la Recherche Médicale,https://ror.org/02vjkv261
10.49899205/o2p3l72,"School of Biological Sciences, Nanyang Technological University",https://ror.org/02e7b5302
10.57125414/o9a2f30,"A*STAR Skin Research Labs (A*SRL), Agency for Science, Technology and Research",https://ror.org/036wvzt09
10.55576774/i6z3z39,"Department of Cardiovascular Aerospace Medicine, Institute of Aerospace Medicine, German Aerospace Center",https://ror.org/04bwf3e34
10.48188290/b6g6p07,"Department of Cardiology, University Hospital Cologne",https://ror.org/05mxhda18
10.60126483/f0z5z17,"Department of Human Physiology and Physical Sports Education, Faculty of Medicine, University of Málaga",https://ror.org/036b2ww28
10.75963845/o5z7h66,"Department of Muscle and Bone Metabolism, Institute of Aerospace Medicine, German Aerospace Center",https://ror.org/04bwf3e34
10.23944892/j0b9n30,"Institute of Aerospace Medicine, German Aerospace Center",https://ror.org/04bwf3e34
10.88827160/o5x2n99,"Chair of Aerospace Medicine, University of Cologne",https://ror.org/00rcxh774
10.79976625/m8o4v74,Ulsan National Institute of Science and Technology,https://ror.org/017cjz748
10.67632546/g9y3n43,"Department of Oncology, UNIL CHUV and Ludwig Institute for Cancer Research Lausanne, University of Lausanne",https://ror.org/019whta54
10.58716449/y9m7e42,Swiss Institute of Bioinformatics,https://ror.org/002n09z45
10.18252557/s1o7t37,"David H. Smith Center for Vaccine Biology and Immunology, Department of Microbiology and Immunology, University of Rochester",https://ror.org/022kthw22
10.29967893/e1y1d78,"Single Cell Analysis Facility, Frederick National Laboratory for Cancer Research, Leidos Biomedical Research Inc",https://ror.org/03v6m3209
10.71664866/z0r5w49,"Laboratory of Immune Cell Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health",https://ror.org/01cwqze88
10.82769616/e0k7d16,Norwegian Institute of Public Health,https://ror.org/046nvst19
10.53500645/l3h1q33,"Department of Epidemiology and Biostatistics, Peking University",https://ror.org/02v51f717
10.64481667/w9k4m88,Peking University Center for Public Health and Epidemic Preparedness & Response,https://ror.org/02v51f717
10.17295205/s3c6n46,"Key Laboratory of Molecular Cardiovascular Sciences (Peking University), Ministry of Education",https://ror.org/02v51f717
10.31946842/n2k7r54,"Fuwai Hospital Chinese Academy of Medical Sciences, National Center for Cardiovascular Diseases",https://ror.org/042pgcv68
10.33556340/t5e1z15,Chinese Academy of Medical Sciences,https://ror.org/042pgcv68
10.47592337/o1z4y21,Medical Research Council Population Health Research Unit at the University of Oxford,https://ror.org/052gg0110
10.29266763/b7h5z74,"Clinical Trial Service Unit & Epidemiological Studies Unit (CTSU), Nuffield Department of Population Health, University of Oxford",https://ror.org/052gg0110
10.71317017/q6l7o72,"NCDs Prevention and Control Department, Zhejiang CDC",https://ror.org/03f015z81
10.34087566/a9n7h66,China National Center for Food Safety Risk Assessment,https://ror.org/03kcjz738
10.25741886/a1r6r42,"Department of Cell and Developmental Biology, University of Colorado Anschutz Medical Campus",https://ror.org/03wmf1y16
10.28844484/q2j5p90,"Department of Pediatrics, University of Colorado Anschutz Medical Campus",https://ror.org/03wmf1y16
10.55200146/y2p8i61,"Department of Biochemistry & Biophysics, University of California, San Francisco",https://ror.org/043mz5j54
10.83348348/j4c0k67,"Department of Mechanical Engineering, Stanford University",https://ror.org/00f54p054
10.83188370/l9k8z64,"Department of Physiology, University of California, San Francisco",https://ror.org/043mz5j54
10.97414996/k4z7d55,"Kavli Institute for Fundamental Neuroscience, University of California, San Francisco",https://ror.org/043mz5j54
10.53987132/e9c7t00,"Neuroscience Graduate Program, University of California, San Francisco",https://ror.org/043mz5j54
10.84788343/y5d9y13,Institut de Biología Molecular de Barcelona (IBMB),https://ror.org/05t8khn72
10.49469159/q4a0x81,"Université Paris Cité, CNRS, Institut Jacques Monod",https://ror.org/02c5gc203
10.45412992/w3v0z24,"MRC Human Genetics Unit, Institute of Genetics and Cancer, University of Edinburgh",https://ror.org/01nrxwf90
10.14255903/x2y7e35,"Ben May Department for Cancer Research, University of Chicago",https://ror.org/024mw5h28
10.38493649/i7p9m89,"Institute for Research in Immunology and Cancer, Université de Montréal",https://ror.org/0161xgx34
10.37252730/v6i6c86,"Department of Cancer Biology, Loyola University Chicago",https://ror.org/04b6x2g63
10.71901155/g9h2i17,"Department of Life Sciences, Graduate School of Arts and Sciences, The University of Tokyo",https://ror.org/057zh3y96
10.85750892/t8v9o68,"Department of Biological Sciences, Graduate School of Science, The University of Tokyo",https://ror.org/057zh3y96
10.65429995/k1z5o13,"Institute of Medical Sciences, The University of Aberdeen",https://ror.org/016476m91
10.69357634/d5b5i78,"Department of Neuroscience,University of Pittsburgh",https://ror.org/01an3r305
10.17325369/b7k4m86,Center for the Neural Basis of Cognition,https://ror.org/00jfeg660
10.92914925/b6n6g05,"Department of Mathematics, University of Pittsburgh",https://ror.org/01an3r305
10.87217078/o1v8i84,Netherlands Institute for Neuroscience,https://ror.org/05csn2x06
10.12138961/e3o7v28,"Department of Plant and Environmental Sciences, Weizmann Institute of Science",https://ror.org/0316ej306
10.47658867/u6m8c49,"Department of Mathematical Sciences, University of Copenhagen",https://ror.org/035b05819
10.47441105/d6t9f75,"Department of Neuroscience, University of Copenhagen",https://ror.org/035b05819
10.96597127/h8m9d33,"Molecular and Theoretical Neuroscience, Leibniz-Institut für Molekulare Pharmakologie, FMP im CharitéCrossOver",https://ror.org/010s54n03
10.39121741/n3e4p69,"Department of Psychology, School of Public Health, Southern Medical University",https://ror.org/01vjw4z39
10.57281209/u6n5u10,"Biological and Experimental Psychology, School of Biological and Behavioural Sciences, Queen Mary University of London",https://ror.org/026zzn846
10.99717145/l4a3l05,"Department of Biological Sciences, Macquarie University",https://ror.org/01sf06y89
10.31574318/w1n9t22,"Department of Psychiatry, Zhujiang Hospital, Southern Medical University",https://ror.org/01vjw4z39
10.99335623/p0l3g41,"Guangdong-Hong Kong-Macao Greater Bay Area Center for Brain Science and Brain-Inspired Intelligence, Southern Medical University",https://ror.org/01vjw4z39
10.4465694/r0o1f53,The University of Melbourne,https://ror.org/01ej9dk98
10.38784744/c8s8r82,"Department of Neurosciences, University of California, San Diego",https://ror.org/0168r3w48
10.59145788/g7m5q37,Max Delbrueck Center for Molecular Medicine (MDC) in the Helmholtz Society,https://ror.org/04p5ggc03
10.65929975/w2k0u44,"University at Albany, SUNY",https://ror.org/012zs8222
10.23327628/q2w2r98,MRC Laboratory of Molecular Biology,https://ror.org/00tw3jy02
10.80405192/b7w1s99,Institute of Microbiology ASCR,https://ror.org/02p1jz666
10.81838079/n3t8y26,"Neurophysiology of Brain Circuits Team, Institut de biologie de l'Ecole normale supérieure (IBENS), Ecole normale supérieure, CNRS, INSERM, PSL Research University",https://ror.org/013cjyk83
10.35921935/d1l9b01,Inserm UMR-S 1270,https://ror.org/02vjkv261
10.83383828/c7x8x29,"Sorbonne Université, Sciences and Technology Faculty",https://ror.org/02en5vm52
10.23506676/f6a4d78,Institut du Fer à Moulin,https://ror.org/03x9frp33
10.31387906/o0k6e99,"Institute of Integrative Biology, ETH Zürich",https://ror.org/05a28rw58
10.15938844/q0u1e66,"Climate Impacts Research Centre, Department of Ecology and Environmental Sciences, Umeå Universitet",https://ror.org/05kb8h459
10.1878802/t9q7w01,"Swiss Federal Institute for Forest, Snow and Landscape Research (WSL)",https://ror.org/04bs5yc70
10.85139295/i6l7m78,"École Polytechnique Fédérale de Lausanne EPFL, School of Architecture, Civil and Environmental Engineering ENAC, Laboratory of Ecological Systems ECOS and Plant Ecology Research Laboratory PERL",https://ror.org/02s376052
10.40100225/b6s0p68,"Faculty of Geosciences & the Environment, Université de Lausanne",https://ror.org/019whta54
10.20015564/q3v5x72,"Department of Ecology & Evolutionary Biology, Princeton University",https://ror.org/00hx57361
10.3756949/p7a9n25,"Uni. Grenoble Alpes, CNRS, Uni. Savoie Mont Blanc, LECA, Laboratoire d’Ecologie Alpine",https://ror.org/02rx3b187
10.10466010/t2i5u89,"Centre of Microbiology & Environmental Systems, Division of Terrestrial Ecosystem Research, University of Vienna",https://ror.org/03prydq77
10.15565061/y4j6l94,"International Institute for Applied Systems Analysis, Ecosystem Services and Management Program",https://ror.org/02wfhk785
10.61103746/n5m3x46,"Emotion and Development Branch, National Institute of Mental Health, National Institutes of Health",https://ror.org/01cwqze88
10.17190084/s3t0f20,"Laboratory of Neuropsychology, National Institute of Mental Health, National Institutes of Health",https://ror.org/01cwqze88
10.4771104/w2k2f30,"Department of Psychiatry and Human Behavior, Brown University Warren Alpert Medical School",https://ror.org/05gq02987
10.2406037/d0u6e03,"Department of Psychology, University of Miami",https://ror.org/02dgjyy92
10.82066622/o6u8t79,"Department of Psychology, University of California, Riverside",https://ror.org/03nawhv43
10.223286/c0c5e23,"Psychology Department, University of Haifa",https://ror.org/02f009v59
10.36710704/d3d6l42,"Department of Biochemistry, University of Wisconsin–Madison",https://ror.org/01y2jtd41
10.84068559/x6u6f79,"Integrated Program in Biochemistry, University of Wisconsin–Madison",https://ror.org/01y2jtd41
10.4863321/q7z7n18,"Department of Chemistry, University of Wisconsin–Madison",https://ror.org/01y2jtd41
10.98387444/r0m7t45,New England Biolabs,https://ror.org/04ywg3445
10.97865361/y4c5f42,"Computation and Neural Systems, California Institute of Technology",https://ror.org/05dxps055
10.96434336/g7t2c80,Bernstein Center for Computational Neuroscience,https://ror.org/05ewdps05
10.53032167/i6k5c64,"Institute for Theoretical Biology, Department of Biology, Humboldt-Universität zu Berlin",https://ror.org/01hcx6992
10.60623117/r7d8e24,"Institute of Neurophysiology, Charité – Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, and Berlin Institute of Health",https://ror.org/001w7jn25
10.6657578/r1o3p61,"NeuroCure, Charité - Universitätsmedizin Berlin",https://ror.org/001w7jn25
10.38901286/k6a4i85,Einstein Center for Neurosciences,https://ror.org/05s5xvk70
10.85607642/r8d1l34,"Department of Biological Sciences, Columbia University",https://ror.org/00hj8s172
10.44005379/q1t2o51,Yale School of Engineering & Applied Sciences,https://ror.org/03v76x132
10.6501985/d5j8t74,"Aix-Marseille University, INSERM, INMED",https://ror.org/035xkbk20
10.48858478/u3q6g60,"Strategic area: Protecting Crops and the Environment, Rothamsted Research",https://ror.org/0347fy350
10.30304410/w7d7b66,"Department of Biochemistry, University of Cambridge",https://ror.org/013meh722
10.34498592/h7x6j13,"Department of Internal Medicine, Medical University of Graz",https://ror.org/02n0bts35
10.67779218/m8n7a22,"Department of Physiology and Pharmacology, Karolinska Institute",https://ror.org/056d84691
10.54827223/q4c0z41,"Centre for Bone and Arthritis Research, Department of Internal Medicine and Clinical Nutrition, Sahlgrenska Academy, University of Gothenburg",https://ror.org/01tm6cn81
10.38668198/g5q8f13,"Department of Drug Treatment, Sahlgrenska University Hospital, Region Västra Götaland",https://ror.org/04vgqjj36
10.22842112/a9t9q92,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institute",https://ror.org/056d84691
10.21164571/o5c6x39,"The Rowland Institute at Harvard, Harvard University",https://ror.org/03vek6s52
10.35051366/z9q9l75,"Tübingen AI Center, Eberhard Karls Universität Tübingen & Institute for Theoretical Physics",https://ror.org/03a1kwz48
10.41947996/g3v2p74,"Brain Mind Institute, School of Life Sciences, École Polytechnique Fédérale de Lausanne",https://ror.org/02s376052
10.23762220/z8k3a70,University of Michigan-Ann Arbor,https://ror.org/00jmfr291
10.76701104/v6s1o41,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School",https://ror.org/04b6nzv94
10.58799418/j1f7j81,"Proteomics Platform, Broad Institute of MIT and Harvard",https://ror.org/05a0ya142
10.53479984/u2t0h38,"Department of Pharmacology and Molecular Sciences, Johns Hopkins University School of Medicine",https://ror.org/00za53h95
10.10156354/p3t1h17,"Department of Biology, Concordia University of Edmonton",https://ror.org/04013rx15
10.13505782/u0o6v88,"Faculty of Health and Medical Sciences, Centre of Medical Research, Harry Perkins Institute of Medical Research, University of Western Australia",https://ror.org/047272k79
10.23306198/r3i8y46,"Division of Genetics, Boston Children’s Hospital, Harvard Medical School",https://ror.org/00dvg7y05
10.26571995/r5k6g20,"Department of Anesthesiology, Brigham and Women’s Hospital, Harvard Medical School",https://ror.org/04b6nzv94
10.58622376/n5k9u51,"Department of Anatomy and Cell Biology, McGill University",https://ror.org/01pxwe438
10.84996502/j6m5u97,"Chair for Molecular Physical Chemistry, Heinrich Heine University Düsseldorf",https://ror.org/024z2rq82
10.47119770/r3k5c87,"Physical Chemistry I, Ruhr University Bochum",https://ror.org/04tsk2644
10.61495378/f1j0t64,"Jülich Centre for Neutron Science (JCNS-1) and Institute of Biological Information Processing (IBI-8), Forschungszentrum Jülich GmbH",https://ror.org/02nv7yv05
10.32723981/p2b3z99,"Institut für Pharmazeutische und Medizinische Chemie, Heinrich Heine University Düsseldorf",https://ror.org/024z2rq82
10.78303500/y1w7t71,"Institute of Physical Chemistry, RWTH Aachen University",https://ror.org/04xfq0f34
10.33938943/g3l9j83,Institut Laue-Langevin,https://ror.org/01xtjs520
10.30470497/p4u9r77,"Institute of Bio-Geosciences (IBG-4: Bioinformatics), Forschungszentrum Jülich",https://ror.org/02nv7yv05
10.12815380/y2n4e77,"Macromolecular Structure Group, Department of Physics, University of Osnabrück",https://ror.org/04qmmjx98
10.34666488/j2g5j26,"Department of Glyco-Oncology and Medical Biochemistry, Research Institute, Osaka International Cancer Institute",https://ror.org/010srfv22
10.60211490/h6o9n16,"Department of Cancer Drug Discovery and Development, Research Institute, Osaka International Cancer Institute",https://ror.org/010srfv22
10.9401427/v9k5o24,"Biomolecular Characterization Unit, RIKEN Center for Sustainable Resource Science",https://ror.org/010rf2m76
10.45856884/u7k9n22,"Systems Biology Program, Graduate School of Media and Governance, Keio University",https://ror.org/02kn6nx58
10.75914429/w8j3x56,"Department of Immunology, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences",https://ror.org/02pc6pc55
10.36940026/g7y8e33,"Department of Oncogenesis and Growth Regulation, Research Institute, Osaka International Cancer Institute",https://ror.org/010srfv22
10.22901507/s9d8c47,"Department of Molecular Biochemistry and Clinical Investigation, Graduate School of Medicine, Osaka University",https://ror.org/035t8zc32
10.1386036/q0a4b75,"Division of Cell Growth and Tumor Regulation, Proteo-Science Center, Ehime University",https://ror.org/017hkng22
10.58687155/f6n9r90,"Department of Biochemistry and Molecular Genetics, Graduate School of Medicine, Ehime University",https://ror.org/017hkng22
10.77016027/e6z0n43,"Human Genetics Program, Sanford Burnham Prebys Medical Discovery Institute",https://ror.org/03m1g2s55
10.7838452/e8j7w97,"Project Division of Cancer Biomolecular Therapy, Institute of Medical Science, The University of Tokyo",https://ror.org/057zh3y96
10.92981477/h5h0h77,"Groningen Institute for Evolutionary Life Sciences, University of Groningen",https://ror.org/012p63287
10.33636464/m8k6r06,"Department of Animal and Plant Sciences, University of Sheffield",https://ror.org/05krs5044
10.54354939/z9k3n51,"Department of Biological Sciences, University of Bergen",https://ror.org/03zga2b32
10.49448738/d5x4r59,"Department of Human Behavior, Ecology and Culture, Max Planck Institute for Evolutionary Anthropology",https://ror.org/02a33b393
10.76980142/e7u8c02,Rudjer Boskovic Institute,https://ror.org/02mw21745
10.83912644/r3x1y37,"Netherlands Institute of Ecology, NIOO-KNAW",https://ror.org/01g25jp36
10.16525964/i6x2w72,KAIST,https://ror.org/05apxxy63
10.48200854/j7q0i14,"CABIMER, Universidad de Sevilla",https://ror.org/03nb7bx92
10.39100521/z2r5v14,National Scientific and Technical Research Council,https://ror.org/03cqe8w59
10.78273318/t7r4v82,"Laboratoire de Neurosciences Cognitives et Computationnelles, Institut National de la Santé et Recherche Médicale",https://ror.org/02vjkv261
10.31425556/l4p6s05,"Département d’Etudes Cognitives, Ecole Normale Supérieure, PSL University",https://ror.org/013cjyk83
10.3068699/h1t9t80,"Department of Psychology, University of Hamburg",https://ror.org/00g30e956
10.96926051/k9e7n02,"Department of Physiology, Department of Biochemistry and Biophysics, University of California, San Francisco",https://ror.org/043mz5j54
10.82436276/w7b2a31,"Department of Developmental Biology, Washington University Medical School",https://ror.org/036c27j91
10.83087155/j7m6n56,Brandeis University,https://ror.org/05abbep66
10.19047263/p0s6m74,HHMI/University of Texas Southwestern Medical Center,https://ror.org/05byvp690
10.80744468/u9m3d13,"Institut Curie, CNRS UMR168",https://ror.org/04t0gwh46
10.94920104/p7v4s61,"Department of Pediatric Cardiology, University Hospital Heidelberg",https://ror.org/013czdx64
10.59920878/l3z6l55,DZHK (German Centre for Cardiovascular Research),https://ror.org/031t5w623
10.56201182/s4y9s64,"Deparment of Computer Science, University of Oviedo",https://ror.org/006gksa02
10.43089883/u9f4b00,"Institute of Virology, Ulm University Medical Center",https://ror.org/032000t02
10.74520123/o8k0t54,"Central Facility for Electron Microscopy, Ulm University",https://ror.org/032000t02
10.53921193/z0v0e87,"Institute of Analytical and Bioanalytical Chemistry, Ulm University",https://ror.org/032000t02
10.72593335/m9v5v91,"Institute of Clinical and Molecular Virology, Friedrich Alexander Universität Erlangen-Nürnberg",https://ror.org/00f7hpc57
10.6567707/o1x3e18,CVPath Institute Inc.,https://ror.org/03gbzhd34
10.55810584/m6y0f39,"Zoologie/Evolutionsbiologie, Universität Regensburg",https://ror.org/01eezs655
10.85970433/v6w8o15,Ecole Polytechnique Fédérale de Lausanne,https://ror.org/02s376052
10.73452038/r5b6l87,"Africa Health Research Institute, University of KwaZulu-Natal",https://ror.org/04qzfn040
10.35812665/q2p2j35,Buck Institute for Research on Aging,https://ror.org/050sv4x28
10.26979648/a1z9a39,"Department of Sport and Health Sciences, Technical University of Munich",https://ror.org/02kkvpp62
10.14371089/j0t5f61,"Translational Sensory & Circadian Neuroscience, Max Planck Institute for Biological Cybernetics",https://ror.org/026nmvv73
10.47306967/x6c0u02,"Department of Psychology, Northumbria University",https://ror.org/049e6bc10
10.37392963/q3k2h52,"William Harvey Research Institute, Barts and The London School of Medicine and Dentistry, Queen Mary University of London",https://ror.org/04cw6st05
10.57565786/i6m4n62,"German Aerospace Center, Institute of Aerospace Medicine, Sleep and Human Factors Research",https://ror.org/04bwf3e34
10.28350224/p0s6f37,Wellcome Trust,https://ror.org/029chgv08
10.54115824/a8i8u60,"Warwick Medical School, University of Warwick",https://ror.org/01a77tt86
10.50327683/r4q4x37,"Hepatobiliary Center, Hospital Paul Brousse (AP-HP)",https://ror.org/05n7yzd13
10.73183237/s0l0r92,"UPR Chronotherapy, Cancer and Transplantation, Medical School, Paris-Saclay University",https://ror.org/03xjwb503
10.59280361/p1o0g14,"Centre for Cardiometabolic and Vascular Science, Division of Medicine, University College London",https://ror.org/02jx3x895
10.78947774/h9g6b17,"Sleep and Circadian Research Laboratory, Department of Psychiatry, University of Michigan",https://ror.org/00jmfr291
10.15308434/p8g1o29,"School of Psychological Sciences and Turner Institute for Brain and Mental Health, Monash University",https://ror.org/02bfwt286
10.34424356/h1j3k55,"Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen",https://ror.org/035b05819
10.75422102/h4q0f84,"Molecular Epidemiology, Department of Medical Sciences, and Science for Life Laboratory, Uppsala University",https://ror.org/048a87296
10.25220916/e1z0n57,"Department of Public Health, Section of Epidemiology, Faculty of Health and Medical Sciences, University of Copenhagen",https://ror.org/035b05819
10.45700811/g1c8w39,University of Colorado Anschutz School of Medicine,https://ror.org/03wmf1y16
10.69309818/p6k0y54,"Department of Neuroscience, Washington University in St. Louis",https://ror.org/01yc7t268
10.62240928/u8n9l18,"Department of Economics, Washington University in St. Louis",https://ror.org/01yc7t268
10.4422512/b2h4e62,"Department of Biomedical Engineering, Washington University in St. Louis",https://ror.org/01yc7t268
10.93505959/f9b3c08,"Laboratoire Physico Chimie Curie, Institut Curie, PSL Research University, Sorbonne Université",https://ror.org/02en5vm52
10.6750542/y7n1s84,"Cell Biology and Cancer Unit, Institut Curie, PSL Research University, Sorbonne University",https://ror.org/013cjyk83
10.47604662/p0q9s72,"Faculty of Science and Engineering, Sorbonne Université",https://ror.org/02en5vm52
10.82744955/q2u8z97,"Institut Curie, PSL Research University",https://ror.org/013cjyk83
10.36757579/e6c4v63,"Tumor Cell Dynamics Unit, Gustave Roussy Institute, Université Paris-Saclay",https://ror.org/0321g0743
10.40185854/k3a2o44,"Wellcome Centre for Integrative Neuroimaging, FMRIB, Nuffield Department of Clinical Neurosciences, University of Oxford",https://ror.org/052gg0110
10.78508508/x9e1z79,"Division of Clinical Neurology, Nuffield Department of Clinical Neurosciences, University of Oxford",https://ror.org/052gg0110
10.49786665/a8h2h65,"Psychology Department, Emory University",https://ror.org/03czfpz43
10.90856544/m2q1k80,"Centre for Zoo and Wild Animal Health, Copenhagen Zoo",https://ror.org/019950a73
10.96569697/s7z0x96,"Department of Radiology, University of Chicago",https://ror.org/024mw5h28
10.56681907/r6q2e50,"Department of Complex Trait Genetics, Centre for Neurogenomics and Cognitive Research, Amsterdam Neuroscience, Vrije Universiteit Amsterdam",https://ror.org/01x2d9f70
10.34854593/v0x5k39,"Department of Child Psychiatry, Amsterdam Neuroscience, Amsterdam UMC, Vrije Universiteit Amsterdam",https://ror.org/05grdyy37
10.34905333/g6d2k24,"Medical Research Council Oxford Institute for Radiation Oncology, University of Oxford",https://ror.org/052gg0110
10.12222043/z5z4l90,"School of Anatomical Sciences, Faculty of Health Sciences, University of the Witwatersrand",https://ror.org/03rp50x72
10.60677772/y1f1z80,"Stem Cell and Brain Research Institute, Université Lyon 1, INSERM",https://ror.org/03m0zs870
10.73084053/j8m9m95,"Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen",https://ror.org/016xsfp80
10.63488468/t7u4w42,Leibniz Institute on Aging,https://ror.org/039a53269
10.83087809/j6g3x31,University of Innsbruck,https://ror.org/054pv6659
10.3397591/g3u2j12,Institute Curie,https://ror.org/04t0gwh46
10.34646888/d0l7b85,Instituto de Biomedicina y Biotecnologia de Cantabria,https://ror.org/01d963745
10.33961803/c5e9z56,"Queen Mary, University of London",https://ror.org/04cw6st05
10.11435657/s2h9e99,"Cell and Systems Biology, University of Toronto",https://ror.org/03dbr7087
10.99962412/x0k6e45,"Robarts Research Institute, Western University",https://ror.org/02grkyz14
10.23738605/l4x0o80,"Nash Family Department of Neuroscience, Icahn School of Medicine at Mount Sinai",https://ror.org/04a9tmd77
10.10730332/r9p4y00,"Psychology, University of Toronto",https://ror.org/03dbr7087
10.57721540/p4q0z93,University of Cincinnati,https://ror.org/01e3m7079
10.35814415/r0b8g27,"Movement Disorder and Neuromodulation Unit, Department of Neurology, Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt Universität zu Berlin",https://ror.org/001w7jn25
10.20707543/x3v8d60,"Brain Modulation Lab, Department of Neurosurgery, Massachusetts General Hospital",https://ror.org/002pd6e78
10.75445250/r9n2i64,"Department of Neurobiology, University of Pittsburgh",https://ror.org/01an3r305
10.24663955/a9p9n81,"Department of Computer Science, Technische Universität Berln",https://ror.org/03v4gjf40
10.91800306/m5q9m54,Oregon Health and Science University,https://ror.org/009avj582
10.7293207/s7f5z88,"Auditory Neurophysiology Laboratory, Department of Neuroscience, Psychology and Behaviour, College of Life Sciences, University of Leicester",https://ror.org/04h699437
10.84938759/x7y1m76,"Division of Neurobiology, Faculty of Biology, Ludwig-Maximilians-University",https://ror.org/05591te55
10.51948768/g4l5u19,"Computing Science and Mathematics, Faculty of Natural Sciences, University of Stirling",https://ror.org/045wgfr59
10.6407894/d9z5t77,"Infectious Disease Department, Hospital Universitari Vall d'Hebron, Institut de Recerca (VHIR), Universitat Autònoma de Barcelona",https://ror.org/01d5vx451
10.70841341/e0c7x20,"The Sainsbury Laboratory, University of East Anglia",https://ror.org/026k5mg93
10.14532049/q5u6o21,"The Plant Signaling Mechanisms Laboratory, Department of Plant Molecular Biology, University of Lausanne",https://ror.org/019whta54
10.36587253/t0y0e00,"Institute of Plant Molecular Biology, Zurich‐Basel Plant Science Center, University of Zurich",https://ror.org/02crff812
10.8902951/t4o8o88,"Laboratory of Malaria Immunology and Vaccinology, National Institute of Allergy and Infectious Diseases, National Institutes of Health",https://ror.org/043z4tv69
10.24857191/x5m9n72,Chinese University of Hong Kong,https://ror.org/00t33hh48
10.98920345/u7w6h55,"CEA, Neurospin",https://ror.org/00jjx8s55
10.77148191/y6l4n14,"Departamento de Antropología, Universidad Nacional de Trujillo, Perú",https://ror.org/001b4cb05
10.45828076/l7h9t83,Max Planck Institute for Developmental Biology,https://ror.org/022jc0g24
10.70141472/a7n0e66,"Department of Anthropology, Vanderbilt University",https://ror.org/02vm5rt34
10.69875333/w5k4g09,"Escuela de Arqueología, Universidad Austral de Chile",https://ror.org/029ycp228
10.74765272/x1k7x02,Haskins Laboratories,https://ror.org/003j5cv40
10.62013628/p0z6s71,"Center for Quantitative Cell Imaging, University of Wisconsin-Madison",https://ror.org/01y2jtd41
10.49819059/e9w5k77,"Department of Botany, University of Wisconsin-Madison",https://ror.org/01y2jtd41
